Query,Answer
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME?
","RECOMMENDED TO CALL AFTER SOME TIME DUE TO SITE PROBLEM
దయచేసి కొంచెం సమయం తరువాత తిరిగి మరల కాల్ చేయండి.
https://pmkisan.gov.in/KnowYour_Registration.aspx"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","SUGGESTED TO WAIT

ఫీడ్ బ్యాక్ ఇవ్వకుండా కాల్ కట్ చేయకండి సార్ "
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS?
",#NAME?
"FARMER ASKED QUERY ON MITES MANAGEMENT IN PADDY
","RECOMMENDED TO SPRAY PROFENOFOS  (CURACRON) 400 ML/200 LITRES OF WATER /  ACRE 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి

"
"FARMER ASKED QUERY ON STEM BORER MANAGEMENT IN PADDY?
","cRECOMMENDED TO SPRAY CHLORANTRANILIPROLE (CORAGIN) 60 ML/150 LITRES OF WATER / ACRE    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
FARMER ASKED QUERY ON STEM BORER MANAGEMENT IN PADDY?,"--RECOMMENDED TO SPRAY FLUBENDIAMIDE  (FAME) 40 ML /200 LITRES OF WATER / ACRE  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ON SEED TREATMENT IN GREEN GRAM,Treat the seeds with Carbendazim or Thiram @ 2 g/kg of seed 24 hours before sowing (or) with talc formulation of Trichoderma viride @ 4g/kg of seed 
FARMER ASKED QUERY ON STEM BORER MANAGEMENT IN PADDY,RECOMMENDED TO SPRAY CHLORANTRANILIPROLE (CORAGIN) 60 ML/200 LITRES OF WATER / ACRE    క్లోరాంత్రనిలిప్రోల్ (కోరాజిన్) 60 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
TEST CALL,TEST CALL
FARMER ASKED QUERY ABOUT DOSAGE OF AMISTAR TOP IN PADDY?,"RECOMMENDED TO SPRAY AZOXYSTROBIN  +DIFENOCONAZOLE (AMISTAR TOP)250 - 300 ML/200 LITERS OF WATER/ACRE
అజోక్సీస్ట్రోబిన్ +డైఫెనోకోనజోల్ (అమిస్టెర్  టాప్) 250 TO 300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME
","You have not completed Ekyc. Please complete the Ekyc process.
"
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME,The Benenficiary Status (KYS) window is under maintenance and will be available soon. Sorry for the inconvenience.
FARMER ASKED QUERY ON RELEASE OF 16th INSTALMENT OF  PM KISAN SAMMAN NIDHI?,The Benenficiary Status (KYS) window is under maintenance and will be available soon. Sorry for the inconvenience.
" FARMER ASKED QUERY ON SOWING TIME  OF ground nut
","recommended sowing time of ground nut

kharif ; june - august 15

rabi ; november ; december"
" FARMER ASKED QUERY ON SOWING TIME  OF BITTER GUARD
","RECOMMENDED SOWING TIME OF BITTER GUARD

RABI ; JANUARY TO FEBUARY"
farmer asked query on  caterpillar management in  water melon ? ,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
tobacco caterpillar management in groundnut?,recommeded to spray chlorpyriphos (corabon) 500 ml/acre 2.5 ml/1 ltr of water
"
Gezeko® Fungicide | FMC USES ON CROP PLANTS?",RECOMMENDED TO SPRAY GEZEKO TO CONTROL DISEASES ON CROP PLANTS.
"FARMER ASKED QUERY ON FRUIT BORER MANAGEMENT IN WATERMELON
","RECOMMENDED TO SPRAY EMAMECTIN BENZOATE  (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"FARMER ASKED QUERY ON DISEASE MANAGEMENT  IN WATERMELON
","RECOMMENDED TO SPRAY COPPER OXY CHLORIDE  (BLUE COPPER) 600 +STREPTOCYCLINE   20  GM /200 LITRES OF WATER / ACRE  
"
FARMER ASKED QUERY ON  LEAF FOLDER MANAGEMENT IN PADDY ,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE (PADAN), (CALDAN) 400 GRAMS/ 200 LITRES OF WATER / ACRE 
కార్టాప్ హైడ్రోక్లోరైడ్ 400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున  కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  
OR
RECOMMENDED TO SPRAY FLUBENDIAMIDE  (FAME) 40 ML /200 LITRES OF WATER / ACRE  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
 "
FARMER ASKED QUERY ON PM KISAN SAMMAN NIDHI SCHEME BENIFICIARY STATUS,"Reason of ineligiblity :Untraceable Beneficiary

PLEASE CONTACT YOUR MANDAL AGRICULTURAL OFFICER 
దయచేసి  మీ  మండల వ్యవసాయ అధికారిని సంప్రదించండి
"
FARMER ASKED QUERY ON SUCKING PESTS MANAGEMENT IN PADDY,"RECOMMENDED TO SPRAY ACEPHATE 75% SP (ARTHIN) 300 GRAMS/ 200 LITRES OF WATER / ACRE 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN PAPAYA,"RECOMMENDED TO SPRAY POTASSIUM NITRATE 13-0-45 @ 5 GRAMS/1 LITER OF WATER(1KG/ACRE/200 LITERS OF WATER).పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి. 
RECOMMENDED TO SPRAY FORMULA-4 600 GRAMS/200 LITER OF WATER/ ACRE ఫార్ములా -4 600 గ్రాములు  / 200 లీటరు నీటికి కలిపి పిచికారీ చేయండి  "
FARMER ASKED QUERY ON NUTRIENT  MANAGEMENT  IN LEMON,"--RECOMMENDED TO SPRAY BORAX 3 GRAMS /1 LITR OF WATER  (600 GRAMS /ACRE/200 LITER WATER ) బోరాక్స్ 3 గ్రాములు / 1 లీటరు నీటిని పిచికారీ చేయడానికి సిఫార్సు చేయబడింది.
"
TEST CALL ,TEST CALL 
FARMER ASKED QUERY ON DISEASE MANAGEMENT IN PADDY,"RECOMMENDED TO SPRAY PROPICONAZOLE (TILT) 200 ML/200 LITERS OF WATER/ACRE
ప్రొపికోనజోల్ (టిల్ట్) 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
FARMER ASKED QUERY ABOUT KINGOZYMME GRANULES DETAILS IN GROUNDNUT ,"Kingzymme - Granules
Contains 16 vital plant growth promoting amino acids coated on high quality bentonite granules.Stimulates protein synthesis and induces flowering and fruiting.Improves the size, quantity, quality and colour of the produce.Imparts resistance against adverse climatic conditions. DOSAGE: 8kg per acre along with basal fertilizers or at the time of top dressing. RECOMMENDED CROPS:For all crops like Paddy, Cotton, Chilli, Oilseeds, Vegetables, and Horticultural Fruit crops."
FARMER ASKED QUERY ON ABOUT GREEN MANURE CROPS,"         Crop	                                Age (Days)	
Sesbania aculeata	                           60	
Sunnhemp	                                   60	
Cow  pea	                                           60	
Pillipesara	                                   60	
Cluster bean	                                   50	
Sesbania rostrata	                           50"
FARMER ASKED QUERY ON SOWING TIME OF RIDGEGOURD,"RECOMMENDED TIME OF SOWING OF RIDGEGOURD : JANUARY TO FEBRUARY 
బీరకాయ విత్తడానికి సిఫార్సు చేయబడిన సమయం : జనవరి నుండి ఫిబ్రవరి వరకు"
PADDY STEM BORER CONTROL MANAGEMENT ?,"RECOMMENDED TO SPRAY CHLORANTRANILIPROLE (CORAGIN) 60 ML/150 LITRES OF WATER / ACRE    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి .
"
farmer asked how to get good pods in groundnut,"RECOMMENDED TO APPLY ZYPSUM 200 KG PER ACRE NEAR PLANT SURFACE
జిప్సం 200 కేజీలు ఎకరానికి మొక్క మొదలల్లో వేసి మట్టిని ఎగదోయాలి 

"
GROUNDNUT BORER CONTROL MANAGEMENT ?,"థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
"(CUSTODIA ,CABRIO TOP DOSAGE ","RECOMMENDED TO SPRAY AZOXYSTROBIN+TEBUCONAZOLE (CUSTODIA) 240 ML/200 LITRES OF WATER / ACRE  
RECOMMENDED TO SPRAY   METIRAM+PYRACLOSTROBIN (CABRIO TOP) 600 GRAMS /200 LITRES OF WATER /ACRE    
"
"FARMER ASKED QUERY ABOUT NUTRIENT MANAGEMENT IN PADDY
","పొటాషియం  నైట్రేట్  13-0-45  5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (కేజీ/ఎకరానికి)  
"
CHILLI THRIPS CONTROL MANAGEMENT ?," వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి  
"
NUTRIENT MANAGEMENT IN CITRUS?,RECOMMENDED TO SPRAY BORAX 600 GM/ACRE 3 GM/1 LTR OF WATER
Farmer asked query about panicle mite management in rice?,"RECOMMENDED TO SPRAY PROFENOPHOS (CURACRON) 400 ML/200 LITRES OF WATER / ACRE 
ప్రోఫెనోఫాస్ (కురక్రాన్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on sheath blight management in paddy ? ,"RECOMMENDED TO SPRAY  TEBUCONAZOLE 50% + TRIFLOXYSTROBIN 25% WG (BAYER NATIVO) - 160 GRAMS / 200 LITERS OF WATER/ACRE
టెబుకోనజోల్ 50% + ట్రైఫ్లోక్సీస్ట్రోబిన్ 25% WG (బెయర్  నాటివో) 160 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ON CATERPILLAR MANAGEMENT IN GROUNDNUT,"RECOMMENDED TO SPRAY EMAMECTIN BENZOATE (PROCLAIM) 90 GRAMS /200 LITRES OF WATER / ACRE  
ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
FARMER ASKED QUERY ON STEM BORER MANAGEMENT IN PADDY ,"RECOMMENDED TO SPRAY CARTAP HYDROCHLORIDE (CALDAN,PADAN) 400 GRAMS/ 200 LITRES OF WATER / ACRE 
కార్టాప్ హైడ్రోక్లోరైడ్ (కాల్డన్,పాడన్)400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి   
"
FARMER ASKED QUERY ABOUT PM KISAN SAMMAN NIDHI YOJANA STATUS ,#NAME?
FLOWER AND FRUIT DROP MANAGEMENT IN LEMON?,"RECOMMENDED TO SPRAY NAPHTHALENE ACETIC ACID (PLANOFIX) 40 ML / 200 LITRES OF WATER /ACRE
పూత పిందె రాలకుండా - నాప్తలీన్ అసిటిక్ ఆసిడ్ (ప్లానోఫిక్స్ ) 40 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరాకు పిచికారి చేయాలి 
"
Farmer asked query about pest management in paddy ?,"RECOMMENDED TO SPRAY PROFENOPHOS (CURACRON) 400 ML/200 LITRES OF WATER / ACRE 
ప్రోఫెనోఫాస్ (కురక్రాన్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on preparation of poison bite  in paddy? ,"ఎదిగిన లద్దె పురుగు నివారణకు 5 కిలోల తవుడు 0.5 కిలోల బెల్లం, 0.5 లీటరు  క్లోరిఫైరిఫాస్ లో తగినంత నీళ్ళు కలిపి చిన్న చిన్న ఉండలుగా చేసి మొక్కల మొదళ్ళ దగ్గర సాయంత్రం చల్లుకోవాలి"
FARMER ASKED QUERY ON NUTRIENT MANAGEMENT IN LILLY,"RECOMMENDED TO SPRAY FORMULA-4 600 GRAMS/200 LITER OF WATER/ ACRE ఫార్ములా -4 600 గ్రాములు  / 200 లీటరు నీటికి కలిపి పిచికారీ చేయండి  
"
